,mean,reps,sem,std,norm.GR,norm.GR_sem
argG_2_71_C,-0.22122122544754744,4.0,0.00691270273947627,0.01382540547895254,0.8211671297775677,0.005588154886105743
argG_3_219_B_MM10,-0.016091074471015886,6.0,0.007327813977888415,0.01794940517586087,0.9869921476712145,0.005923726366991668
argG_3_219_B_MM11,-0.023380517200228462,6.0,0.014034385081486933,0.0343770823033715,0.9810994402108437,0.011345246645531673
argG_3_219_B_MM12,0.007558523121571199,6.0,0.009591753585969686,0.02349490202413651,1.0061102291687363,0.007753870908069703
argG_3_219_B_MM13,-0.005006521866905186,6.0,0.009005272709556525,0.022058323133023982,0.9959527813234075,0.007279766046534157
argG_3_219_B_MM14,-0.04734923558502585,5.0,0.02105302868137168,0.047076003263799834,0.9617233848814566,0.01701904298897205
argG_3_219_B_MM2,-0.3499022062925767,6.0,0.041436156471760355,0.10149744025793578,0.7171428025413424,0.033496545269738144
argG_3_219_B_MM3,-0.3674877361297253,6.0,0.03874829982399866,0.09491356296917193,0.7029268484944503,0.03132371073230521
argG_3_219_B_MM4,-0.28069552487889493,5.0,0.006463773242664468,0.014453436361741996,0.7730887428585056,0.005225245087193151
argG_3_219_B_MM5,-0.07053297825837256,6.0,0.008734023050234706,0.021393899874781755,0.9429818955131323,0.007060490725980075
argG_3_219_B_MM6,0.01140563588320461,6.0,0.010406828772183557,0.025491420332364473,1.009220193937444,0.008412768962281372
argG_3_219_B_MM7,0.031581668938351785,6.0,0.012721665321325215,0.031161588715706574,1.02553028305143,0.010284058045601938
argG_3_219_B_MM8,0.004320072830844818,6.0,0.009892846426858577,0.024232425849519294,1.003492300625073,0.007997271137096792
argG_3_219_B_MM9,0.003833890697638788,6.0,0.010498991522753827,0.02571717204455304,1.003099276193732,0.008487272343133422
argG_3_219_C,-0.3658594265818427,6.0,0.02618698007054694,0.06414473907727222,0.7042431565000195,0.021169274327087234
argG_3_219_D_MM2-8,-0.014671038479972294,6.0,0.00907106765869919,0.02221948718607588,0.9881400895632446,0.007332953979009974
argG_3_219_D_MM3-10,-0.14307896005579096,6.0,0.012700851705919088,0.031110605978259032,0.8843365005168337,0.010267232541741477
argG_3_219_D_MM4-6,-0.05115290937275985,6.0,0.006659158421149506,0.016311540248173936,0.9586485357141845,0.005383192373655888
argG_3_219_D_MM7-9,-0.11575735887217557,6.0,0.007433783124945802,0.01820897551462942,0.9064229904042925,0.006009390690950441
argG_3_219_D_MM9-19,-0.2056921413964324,6.0,0.014462120704529853,0.0354248163246381,0.8337206750676636,0.011691023543794461
argG_3_219_W_MM1,-0.35160824155769693,6.0,0.015436845589399369,0.03781239493216149,0.7157636618981021,0.012478980705164474
argG_3_219_W_MM10,-0.32980062017907374,6.0,0.029303608120248584,0.07177888751708675,0.7333927095447438,0.023688723075354107
argG_3_219_W_MM11,-0.2594684869113942,6.0,0.019170733567474306,0.04695851523515747,0.7902484530914134,0.015497415771046073
argG_3_219_W_MM13,-0.04109045222617422,6.0,0.013769284116439549,0.03372772020868601,0.9667829183412295,0.011130941863600152
argG_3_219_W_MM16,-0.11808916557036946,3.0,0.011374298379388834,0.0197008626935498,0.9045379828341632,0.009194861034863765
argG_3_219_W_MM19,-0.27521259666550163,6.0,0.019113649512292306,0.046818688427512696,0.7775210833251176,0.015451269631987851
argG_3_219_W_MM2,-0.3108285215186095,6.0,0.0261921798928313,0.06415747598862206,0.7487295509835795,0.021173477807751796
argG_3_219_W_MM20,0.036161597454571794,5.0,0.005907125327364359,0.013208733783597406,1.0292326482305043,0.004775256872025005
argG_3_219_W_MM3,-0.3617491494844249,6.0,0.0363920384233355,0.0891419248369316,0.7075658605002965,0.029418934242515658
argG_3_219_W_MM4,-0.25171738733429816,5.0,0.013250773480699854,0.029629630257296372,0.7965143590050421,0.010711783416924909
argG_3_219_W_MM5,-0.0779894046688919,5.0,0.0025924141767109886,0.0057968143249599235,0.9369542002325468,0.0020956798656577096
argG_3_219_W_MM6,-0.06383099384607185,6.0,0.006351732917428424,0.015558504630139193,0.9483997079595329,0.005134672887793743
argG_3_219_W_MM7,-0.2150958367575451,6.0,0.013374828275715223,0.032761504672850855,0.8261188284151871,0.010812067985065113
argG_3_219_W_MM8,-0.2030429650525916,6.0,0.012790931030100497,0.031331254358878236,0.8358622408615243,0.010340051703006264
argG_3_219_W_MM9,-0.27304800738444907,6.0,0.020827920469691574,0.051017777554013294,0.779270914125486,0.016837067920693907
aroB_1_73_B_MM10,-0.3978863257305324,5.0,0.036296218193351444,0.08116081120649844,0.6783529541132572,0.029341474194463056
aroB_1_73_B_MM11,-0.16828356747343173,6.0,0.018023620514673235,0.04414867357850855,0.8639613657249189,0.014570101860335131
aroB_1_73_B_MM12,-0.018782208342009138,6.0,0.00661094610203762,0.016193444667033582,0.9848166638616076,0.0053442180510545395
aroB_1_73_B_MM13,-0.010138685546373065,5.0,0.007936054075620423,0.01774555638620152,0.9918039951506802,0.00641542115008371
aroB_1_73_B_MM14,-0.033358599517703785,5.0,0.012926587388718451,0.028904728118265957,0.9730332652923213,0.010449714850954625
aroB_1_73_B_MM2,,,,,,
aroB_1_73_B_MM3,-0.29088481123022647,3.0,0.15140604121130147,0.2622429559508414,0.7648518328601974,0.12239502273823565
aroB_1_73_B_MM4,-0.8732304965185064,3.0,0.13408065832726596,0.23223451253510768,0.29408981555799657,0.10838936870306574
aroB_1_73_B_MM5,,,,,,
aroB_1_73_B_MM6,,,,,,
aroB_1_73_B_MM7,,,,,,
aroB_1_73_B_MM8,-0.9016776973951678,3.0,0.1341055285871297,0.23227758908878915,0.2710934029295272,0.10840947355487467
aroB_1_73_B_MM9,,,,,,
aroB_1_73_C,-0.8040131837479533,4.0,0.2184951191009285,0.436990238201857,0.3500443501502335,0.17662911503795056
aroB_1_73_D_MM2-8,-0.6820081738610353,4.0,0.07182176214056547,0.14364352428113095,0.44867189393792056,0.05805994357930878
aroB_1_73_D_MM3-10,-0.644889035649836,5.0,0.034759575343656,0.07772477333744043,0.4786786078645002,0.028099268566310207
aroB_1_73_D_MM4-6,,,,,,
aroB_1_73_D_MM7-9,-0.45804881662768293,4.0,0.09451698042324272,0.18903396084648544,0.6297182405811265,0.07640651506043512
aroB_1_73_D_MM9-19,-0.3824837997544959,6.0,0.035248386791636194,0.0863405618957669,0.6908041912104104,0.028494418507564862
aroB_1_73_W_MM1,,,,,,
aroB_1_73_W_MM10,-0.8067693287792369,6.0,0.13432283287763128,0.32902240135533684,0.3478163120146677,0.1085851400168221
aroB_1_73_W_MM11,-0.6780253792538451,6.0,0.1331072246722733,0.3260447815250694,0.45189154245794527,0.10760245535810406
aroB_1_73_W_MM13,-0.6062864064977095,6.0,0.08960762808604922,0.21949296587190736,0.5098845599852372,0.07243784719134908
aroB_1_73_W_MM16,,,,,,
aroB_1_73_W_MM19,-0.45407395234042935,6.0,0.029518011687495415,0.07230406685587398,0.6329314783154176,0.023862044623678007
aroB_1_73_W_MM2,,,,,,
aroB_1_73_W_MM20,-0.4401517135452649,6.0,0.07983117554286216,0.19554564564656415,0.6441860671037422,0.06453466762368106
aroB_1_73_W_MM3,-0.5620637545276645,4.0,0.024090699204147432,0.048181398408294863,0.5456336783831278,0.01947466331780378
aroB_1_73_W_MM4,-0.6600068220504649,5.0,0.1414760068334227,0.31634996846475794,0.46645755119163973,0.11436768925967421
aroB_1_73_W_MM5,-0.7363096199543948,6.0,0.09905899395318032,0.24264398961873604,0.4047751862759035,0.08007823017052275
aroB_1_73_W_MM6,-0.567219916238291,3.0,0.16462840712748872,0.28514476551394474,0.5414654924589387,0.13308384178414442
aroB_1_73_W_MM7,-0.6617209033612124,5.0,0.1570550516356847,0.35118577166713055,0.4650719062112566,0.1269616222861096
aroB_1_73_W_MM8,-0.700219080286021,6.0,0.16400912414815097,0.40173866732374863,0.4339503921528014,0.13258322005378914
aroB_1_73_W_MM9,-0.9675001713038457,5.0,0.15924393309466606,0.35608025940410176,0.21788321972754937,0.12873109062303967
aroB_2_122_C,-0.5769743704396676,6.0,0.08305892429924229,0.20345198311759843,0.5335800961152726,0.06714394516155098
aroB_3_204_B_MM10,-0.04333816300961662,6.0,0.01008277649094418,0.02469765759334313,0.9649658930082412,0.008150808567482343
aroB_3_204_B_MM11,0.03543152148460293,5.0,0.006451332400797308,0.0144256177936297,1.0286424626326902,0.005215188043821356
aroB_3_204_B_MM12,0.024396744789616207,6.0,0.010881209404880505,0.026653410826330645,1.0197220672925245,0.00879625318695964
aroB_3_204_B_MM13,0.06906708692188863,5.0,0.010845916869611028,0.024252207398761983,1.0558330936245182,0.008767723079295247
aroB_3_204_B_MM14,0.05885393243004724,5.0,0.007236971032017392,0.016182359178787697,1.047576888876958,0.005850289902128453
aroB_3_204_B_MM2,-0.30456406043463463,6.0,0.013045245308505407,0.03195419457527437,0.7537936742555554,0.010545636642939978
aroB_3_204_B_MM3,-0.2357826461352459,6.0,0.01092440812207664,0.02675922564100397,0.8093958331905009,0.008831174567448708
aroB_3_204_B_MM4,-0.2612079189495709,6.0,0.009761030297078139,0.023909543591688735,0.7888423148543855,0.007890712389026583
aroB_3_204_B_MM5,-0.14625039507639745,6.0,0.013052760708631227,0.031972603470795474,0.8817727464000593,0.01055171201194063
aroB_3_204_B_MM6,-0.08947159212233603,6.0,0.010258236905232776,0.025127446078407535,0.9276721228252941,0.008292648887886347
aroB_3_204_B_MM7,-0.07971988811790857,6.0,0.008976289437194815,0.021987328904661686,0.9355552959391906,0.007256336279456441
aroB_3_204_B_MM8,-0.14877105239567343,6.0,0.00787231796643943,0.019283162110721112,0.8797350740097118,0.006363897561790643
aroB_3_204_B_MM9,-0.11849053848400579,5.0,0.008243406756034372,0.01843281787267388,0.9042135172679414,0.006663881766364027
aroB_3_204_C,-0.15647601047982837,6.0,0.006781131714346442,0.016610312578753318,0.8735064683849786,0.005481794278010958
aroB_3_204_D_MM2-8,-0.06648345801632813,5.0,0.022672275044149887,0.050696748203291196,0.946255484321998,0.018328024412734758
aroB_3_204_D_MM3-10,-0.26989358833479543,6.0,0.014323199845508203,0.03508453110540594,0.7818209127135175,0.011578721408670008
aroB_3_204_D_MM4-6,-0.11044303016765519,5.0,0.005637264769915316,0.012605307232695359,0.9107190368329848,0.00455710448655293
aroB_3_204_D_MM7-9,-0.07279141625961372,5.0,0.01735063806537755,0.03879720616717964,0.9411561984121227,0.014026070053380848
aroB_3_204_D_MM9-19,0.022519182579134336,6.0,0.01224801019614013,0.030001375344949028,1.0182042661030484,0.009901160313428865
aroB_3_204_W_MM1,-0.15749205014156722,6.0,0.013742251174386608,0.033661503294410075,0.8726851128003099,0.0111090887226635
aroB_3_204_W_MM10,-0.09391886884453923,4.0,0.017293974005759195,0.03458794801151839,0.9240769919363119,0.01398026343423974
aroB_3_204_W_MM11,-0.3281324445058555,6.0,0.01421595272829464,0.03482183039184825,0.7347412448992212,0.011492023987319131
aroB_3_204_W_MM13,-0.2123173002733788,6.0,0.008857214034957444,0.02169565492826346,0.8283649675615369,0.007160076999127805
aroB_3_204_W_MM16,-0.04133457747323643,6.0,0.011993236992557442,0.02937731099603722,0.9665855701051479,0.00969520438329476
aroB_3_204_W_MM19,0.01977525189115458,5.0,0.007315948388074252,0.01635895791561404,1.0159861019118406,0.005914134351220775
aroB_3_204_W_MM2,-0.23217927392364796,5.0,0.008226048326246732,0.018394003243686063,0.812308760708085,0.006649849397565789
aroB_3_204_W_MM20,-0.023175399627990062,6.0,0.010737436460237865,0.026301240473138764,0.9812652550602201,0.008680028677766372
aroB_3_204_W_MM3,-0.1968721720069656,6.0,0.007183342569184064,0.017595523942114125,0.8408506438941237,0.00580693722692878
aroB_3_204_W_MM4,-0.25962646913539894,6.0,0.011064580822780954,0.0271025772335974,0.7901207419529107,0.008944488677987012
aroB_3_204_W_MM5,-0.1498913663117063,6.0,0.012381539764525435,0.030328454653067095,0.8788294242342485,0.010009104186922904
aroB_3_204_W_MM6,-0.09779946848341031,5.0,0.025954417158654527,0.05803584108313847,0.9209399567345609,0.02098127295896866
aroB_3_204_W_MM7,-0.017248060399919805,6.0,0.011902324900490943,0.029154622759025372,0.9860568526331625,0.009621712021387412
aroB_3_204_W_MM8,-0.06355751320003317,6.0,0.008948132397512017,0.02191835852477153,0.9486207867858636,0.007233574430030579
aroB_3_204_W_MM9,-0.0070224080921987,6.0,0.009132622926162707,0.022370266182342044,0.9943231604812762,0.007382714598207071
aroE_1_28_B_MM10,-0.06848628331514525,6.0,0.018051088894292796,0.044215957092637544,0.9446364217929981,0.014592307004338775
aroE_1_28_B_MM11,-0.1427001374143076,5.0,0.018294547974645897,0.040907852888939326,0.8846427366844738,0.01478911671838487
aroE_1_28_B_MM12,0.02381132416054275,5.0,0.010367737812072977,0.02318296652069012,1.019248819523587,0.00838116824864197
aroE_1_28_B_MM13,-0.0010559686972067023,6.0,0.01403458542784845,0.034377573049729035,0.9991463662105456,0.011345408603385383
aroE_1_28_B_MM14,0.024772561790530827,4.0,0.012210323770854984,0.02442064754170997,1.0200258737325076,0.009870695010705172
aroE_1_28_B_MM2,-0.41720706203194585,6.0,0.041132993217151685,0.10075484497538309,0.6627342777380477,0.033251471340426164
aroE_1_28_B_MM3,-0.3627668889709894,6.0,0.02545212850695025,0.06234472770977396,0.7067431307954374,0.020575228190512527
aroE_1_28_B_MM4,-0.47248312172073065,6.0,0.02355555364749082,0.057699087045107636,0.6180497028798558,0.019042057379155392
aroE_1_28_B_MM5,-0.36964526495607825,6.0,0.020239252997329826,0.04957584261855309,0.7011827252900709,0.016361195438403565
aroE_1_28_B_MM6,-0.3173797983244824,6.0,0.018031521059167235,0.04416802588120901,0.7434335689527157,0.014576488575919604
aroE_1_28_B_MM7,-0.21336020513196088,6.0,0.010365572260757952,0.025390362930804437,0.8275218944393632,0.008379417640143638
aroE_1_28_B_MM8,-0.2874727918202732,6.0,0.01240403293082443,0.0303835514331992,0.7676100728215852,0.010027287421743624
aroE_1_28_B_MM9,-0.023528817475311218,6.0,0.011051159420481889,0.027069701646332076,0.9809795558561929,0.0089336389600601
aroE_1_28_C,-0.5338591745351603,6.0,0.051248429125834556,0.1255325014774824,0.5684339588863822,0.04142868143155158
aroE_1_28_D_MM2-8,-0.23389509834004288,6.0,0.01447815112625375,0.03546408267822328,0.8109217066197584,0.011703982365091833
aroE_1_28_D_MM3-10,-0.19389322299444034,6.0,0.010209500472862652,0.02500806668721707,0.8432587943827508,0.008253250877738278
aroE_1_28_D_MM4-6,-0.39593667950327754,5.0,0.01445952131802509,0.03233247258921146,0.6799290272501498,0.011688922227573452
aroE_1_28_D_MM7-9,-0.16306176137967335,6.0,0.01322960377512254,0.03240577874824827,0.8681826178656328,0.01069467005358242
