,mean,reps,sem,std,norm.GR,norm.GR_sem
folA_1_56_B_MM10,-0.10548071265308581,4.0,0.022848412404492167,0.045696824808984335,0.9099484919548998,0.019506257985077234
folA_1_56_B_MM11,-0.126577667582944,3.0,0.019387623112076296,0.03358034826811278,0.8919374967804408,0.016551696084899675
folA_1_56_B_MM12,0.014069091673974632,5.0,0.007705784076956021,0.017230657016009135,1.0120111335067767,0.006578619534758228
folA_1_56_B_MM13,-0.013064528278049627,5.0,0.010607625802320518,0.023719372373869427,0.9888464872511286,0.00905599399407483
folA_1_56_B_MM14,-0.0006817627259136018,5.0,0.006741388775768573,0.015074203565372616,0.9994179622032002,0.0057552912784431375
folA_1_56_B_MM2,-0.5606132949815062,6.0,0.017515552100973244,0.0429041652105183,0.5213904857729428,0.014953462498141543
folA_1_56_B_MM3,-0.6374349928034074,6.0,0.03168108039904958,0.07760248147776112,0.4558058915334308,0.027046926349610853
folA_1_56_B_MM4,-0.4863710460650295,6.0,0.024216542403990154,0.05931817222424776,0.5847729403224935,0.02067426459555335
folA_1_56_B_MM5,-0.4446032401505602,6.0,0.03001403398099904,0.0735190683760029,0.6204311551347441,0.025623727357579378
folA_1_56_B_MM6,-0.6569580428146847,6.0,0.04793685304313058,0.11742082983045292,0.4391385781361697,0.0409248837905341
folA_1_56_B_MM7,-0.43681700012628494,6.0,0.0322911263530164,0.07909678278462923,0.6270784619129335,0.02756773775436691
folA_1_56_B_MM8,-0.5242879135464862,6.0,0.030987185773903886,0.07590279371089438,0.5524023674360435,0.026454531248676437
folA_1_56_B_MM9,-0.45638047424531103,6.0,0.02039470250045554,0.04995661458198027,0.6103766374494063,0.017411464808144407
folA_1_56_C,-0.4835497250251719,5.0,0.038050351305757235,0.08508317208742107,0.5871815722697779,0.03248453134743817
folA_1_56_D_MM2-8,-0.415209579578573,6.0,0.02554828405896147,0.0625802597481371,0.6455252542823176,0.02181120557120892
folA_1_56_D_MM3-10,-0.32622846779438314,6.0,0.01656323486673559,0.04057147391337752,0.7214906426661579,0.014140445588002846
folA_1_56_D_MM4-6,-0.5832471317877838,5.0,0.015018567226030333,0.033582537242054275,0.5020674163132641,0.01282172440215479
folA_1_56_D_MM7-9,-0.5396518070168778,6.0,0.016316969111219742,0.03996824847124271,0.5392858294296752,0.013930202387077532
folA_1_56_D_MM9-19,-0.46639778838386453,6.0,0.031038961104758313,0.0760296168527515,0.6018246072056871,0.026498733136450077
folA_1_56_W_MM1,-0.555221981035563,6.0,0.043289046390973744,0.10603607510955533,0.525993184588351,0.036956935645309594
folA_1_56_W_MM10,-0.5648891079218584,6.0,0.01991930696680454,0.04879213809853722,0.5177401179121962,0.017005607816411944
folA_1_56_W_MM11,,,,,,
folA_1_56_W_MM13,-0.5861231015376057,6.0,0.033262663449137045,0.08147655293631012,0.4996121294029895,0.028397163138656468
folA_1_56_W_MM16,-0.42103330949013396,6.0,0.03278162470579879,0.08029825346862175,0.6405533912014506,0.02798648839844876
folA_1_56_W_MM19,-0.6125921245627395,4.0,0.07253633681923563,0.14507267363847126,0.47701486607454496,0.06192607496047666
folA_1_56_W_MM2,-0.5376046190409174,5.0,0.01741057622524447,0.03893123196708832,0.5410335647250684,0.014863841981935686
folA_1_56_W_MM20,-0.4512695174333346,6.0,0.033084061393360106,0.08103906903264452,0.6147399884061406,0.028244686121217603
folA_1_56_W_MM3,-0.5625233234135301,5.0,0.033952044751304325,0.07591908003903142,0.5197598469918183,0.028985705103502988
folA_1_56_W_MM4,-0.510120128489565,6.0,0.020154449088074233,0.049368116312683605,0.5644977579386717,0.01720635449409985
folA_1_56_W_MM5,-0.47972120308068456,6.0,0.01825528260587795,0.0447161274947062,0.5904500766817525,0.01558498882971571
folA_1_56_W_MM6,-0.5462202569163763,6.0,0.016541778934381694,0.040518917827154805,0.5336781803714639,0.014122128124872534
folA_1_56_W_MM7,-0.5654511664253266,6.0,0.022585209958879596,0.05532224013288005,0.517260274587537,0.019281555510545015
folA_1_56_W_MM8,-0.4855404469321865,6.0,0.03228358426354503,0.07907830851382996,0.5854820434619411,0.02756129888498857
folA_1_56_W_MM9,-0.5433389316152254,6.0,0.035673014575550846,0.08738068329696659,0.5361380394491182,0.030454939848656905
folA_2_77_C,-0.5449694307100202,6.0,0.03300890381458855,0.08085497131435117,0.5347460418160026,0.028180522226803496
folA_3_242_B_MM10,0.0143738515401867,3.0,0.017802311323661866,0.0308345077047411,1.012271314584945,0.015198275979198315
folA_3_242_B_MM11,0.012463138852655105,6.0,0.010803160426888832,0.026462230655305334,1.0106400916378737,0.009222926766659714
folA_3_242_B_MM12,0.0650795210939348,5.0,0.008747340617773268,0.019559648243686032,1.0555600059001904,0.007467822260599757
folA_3_242_B_MM13,0.12216692065509685,5.0,0.014162364314435173,0.03166800932919425,1.104296938857435,0.012090762679936144
folA_3_242_B_MM14,0.09784976783958015,6.0,0.007626112835605957,0.018680085168123927,1.0835367806510487,0.006510602214331179
folA_3_242_B_MM2,-0.24047799277886386,6.0,0.014321418023363345,0.035080166550338646,0.7946979560839944,0.012226550787438367
folA_3_242_B_MM3,0.03775488745715719,3.0,0.013623419554188639,0.023596454840682065,1.032232286510728,0.011630652132780247
folA_3_242_B_MM4,0.023156510173699168,5.0,0.005977163786854212,0.013365344540056083,1.0197692887140568,0.005102853396611337
folA_3_242_B_MM5,0.015209871021179891,6.0,0.010521132109569564,0.025771405184857387,1.01298504521043,0.008982152177189976
folA_3_242_B_MM6,0.016657937692801227,6.0,0.011603558525065961,0.028422797586933373,1.0142212957461867,0.009906246531613655
folA_3_242_B_MM7,0.019775701834606373,6.0,0.01060676494986285,0.025981161948801176,1.016883008543121,0.009055259062919478
folA_3_242_B_MM8,-0.018705092437580718,6.0,0.00602521677242212,0.014758706682093147,0.9840309973287058,0.005143877425626872
folA_3_242_B_MM9,-0.016414918966463295,6.0,0.007889082788222462,0.019324227369718235,0.9859861753851651,0.0067351062038097905
folA_3_242_C,-0.25557894136291137,6.0,0.017348386802958807,0.04249469552768265,0.7818059006674043,0.014810749325274406
folA_3_242_D_MM2-8,-0.08478260823680367,4.0,0.0207093809181027,0.0414187618362054,0.9276189785251916,0.01768011360037973
folA_3_242_D_MM3-10,0.03156910325698249,5.0,0.009580173247920936,0.02142191861857616,1.0269513286781873,0.008178832192250714
folA_3_242_D_MM4-6,-0.01235833534993786,6.0,0.01015785492494836,0.024881561447340595,0.9894493817192046,0.008672013408777317
folA_3_242_D_MM7-9,-0.033211620240311136,5.0,0.01249154940726832,0.027931953618949172,0.971646413718331,0.01066434643501132
folA_3_242_D_MM9-19,0.06199844091943828,5.0,0.007815859355142861,0.017476792820677108,1.0529296111185984,0.006672593537681491
folA_3_242_W_MM1,-0.2699078292045127,6.0,0.01335817211343376,0.03272070557418828,0.7695729727103371,0.011404203795029266
folA_3_242_W_MM10,-0.11312651177722913,4.0,0.014805092887605746,0.029610185775211493,0.9034210830663815,0.012639476049630963
folA_3_242_W_MM11,-0.21127807430446716,5.0,0.00660337692175235,0.014765599678091565,0.81962665278385,0.005637467125859566
folA_3_242_W_MM13,-0.24715957029959734,6.0,0.011607607168717653,0.028432714698030374,0.7889937271616778,0.009909702959402222
folA_3_242_W_MM16,,,,,,
folA_3_242_W_MM19,0.11810679533559214,5.0,0.010471623441691133,0.02341526185040168,1.1008307088834683,0.008939885395978328
folA_3_242_W_MM2,-0.21326127430957337,5.0,0.009926294133963799,0.02219586844820046,0.8179335456107668,0.008474324201833323
folA_3_242_W_MM20,,,,,,
folA_3_242_W_MM3,-0.0020977650422756406,6.0,0.009828528526840914,0.024074879813148677,0.9982090858050751,0.008390859271279472
folA_3_242_W_MM4,-0.021219391257975253,6.0,0.014810341381550785,0.03627777930122589,0.9818844778868321,0.012643956819459195
folA_3_242_W_MM5,-0.15856946682645576,4.0,0.015022943512953257,0.030045887025906513,0.8646253020247102,0.012825460547153578
folA_3_242_W_MM6,-0.1951917517427334,6.0,0.01295235192515988,0.03172665318559707,0.8333599464746911,0.011057745006213524
folA_3_242_W_MM7,-0.12867687015617235,4.0,0.009321422647815008,0.018642845295630015,0.8901453553295854,0.007957930368959592
folA_3_242_W_MM8,-0.17212510696044023,5.0,0.010146816166564203,0.02268897070363139,0.8530525148688559,0.00866258934617444
folA_3_242_W_MM9,-0.14824945265521214,4.0,0.016912829762777193,0.033825659525554386,0.8734357548154851,0.014438903446331464
folC_1_19_B_MM10,0.012513362319642573,5.0,0.012339249310600372,0.027591400249819847,1.0106829686608643,0.010534324054280259
folC_1_19_B_MM11,-0.044740787010727964,5.0,0.01738113046111856,0.03886538923685337,0.9618036772780297,0.014838703400688144
folC_1_19_B_MM12,-0.0037581657860261105,4.0,0.014722325061845901,0.029444650123691803,0.9967915603904933,0.012568815098071019
folC_1_19_B_MM13,0.016856390034317516,4.0,0.01000361234043561,0.02000722468087122,1.0143907194463033,0.00854033267785707
folC_1_19_B_MM14,0.017074393311146387,4.0,0.003814348763603339,0.007628697527206678,1.0145768342661925,0.0032564044149202592
folC_1_19_B_MM2,-0.32137647546451503,6.0,0.022372364439084476,0.05480087721534455,0.7256329092032158,0.019099843996125954
folC_1_19_B_MM3,-0.3741721933183602,6.0,0.018733467783324444,0.04588743718201234,0.680559891667784,0.015993227409744026
folC_1_19_B_MM4,-0.3374465801091134,6.0,0.009661733094425659,0.023666316112304426,0.7119134611516263,0.008248461861874131
folC_1_19_B_MM5,-0.30890273343214236,4.0,0.011031765034641329,0.022063530069282657,0.7362820530393505,0.00941809220644847
folC_1_19_B_MM6,-0.26380350148826315,5.0,0.015327920332807651,0.03427427181785911,0.7747843891164595,0.013085826844042487
folC_1_19_B_MM7,-0.223159214832276,6.0,0.011325705856538144,0.027742200325369552,0.809483427592115,0.009669036797379333
folC_1_19_B_MM8,-0.008740237473877498,6.0,0.01269773115684272,0.031102962225304617,0.9925382418700227,0.01084036892304301
folC_1_19_B_MM9,0.0084729411740573,6.0,0.008166815663807921,0.020004531199698493,1.0072335606302805,0.006972213667829575
folC_1_19_C,-0.3782100751794289,5.0,0.01578032186465814,0.03528587239620184,0.6771126514875523,0.013472053284501202
folC_1_19_D_MM2-8,-0.09124994600497217,6.0,0.010233083097951342,0.025065832085479717,0.9220976514084889,0.0087362375712427
folC_1_19_D_MM3-10,-0.06578835280612774,5.0,0.015053982269727309,0.03366172768718684,0.9438348468361283,0.012851959105847821
folC_1_19_D_MM4-6,-0.3135861742831536,6.0,0.022140089019180128,0.05423192095678819,0.7322836830922239,0.01890154469269796
folC_1_19_D_MM7-9,-0.34350048201207184,5.0,0.013414382021478786,0.029995470076177613,0.7067450945165668,0.011452191591653078
folC_1_19_D_MM9-19,-0.373677108341792,6.0,0.01838026379480647,0.04502226763502746,0.6809825580266762,0.0156916883793983
folC_1_19_W_MM1,-0.3255180653443339,4.0,0.013007548750497781,0.026015097500995562,0.7220971309078166,0.011104867908931556
folC_1_19_W_MM10,-0.3135456463621712,5.0,0.011554384600208347,0.025836389404242596,0.7323182827864296,0.00986426552884504
folC_1_19_W_MM11,-0.34291319555457317,5.0,0.015898580638076323,0.03555030705250064,0.7072464755730842,0.013573013740853975
folC_1_19_W_MM13,-0.06363871223372547,4.0,0.013848140573450993,0.027696281146901987,0.945670048461438,0.011822502056477316
folC_1_19_W_MM16,-0.07801174019786149,4.0,0.006852899140279883,0.013705798280559766,0.9333994369838525,0.005850490450256929
folC_1_19_W_MM19,-0.19839413846389609,6.0,0.011266086015007911,0.027596162135074886,0.8306259892769164,0.00961813785572291
folC_1_19_W_MM2,-0.33197081732250355,5.0,0.012155121785540676,0.02717967858725757,0.7165882560428326,0.01037712980627806
folC_1_19_W_MM20,-0.023008997267676967,6.0,0.0075728675069030955,0.01854966128161515,0.9803566467229468,0.006465145352830637
folC_1_19_W_MM3,-0.3701056712533682,5.0,0.007449031123468,0.016656539958586077,0.6840315827024814,0.006359423152072873
folC_1_19_W_MM4,-0.3401799467931059,6.0,0.01595110297834285,0.03907206313152901,0.7095799180256588,0.01361785336914331
folC_1_19_W_MM5,-0.335935377216437,6.0,0.011676718820837415,0.028602002981004532,0.7132036126497033,0.009968705295851556
folC_1_19_W_MM6,-0.3466761413696855,4.0,0.01341379066186292,0.02682758132372584,0.7040339551338516,0.011451686733239949
folC_1_19_W_MM7,-0.49340921609096294,6.0,0.013540962022259809,0.03316844758094196,0.5787642795088563,0.01156025608678187
folC_1_19_W_MM8,-0.36813368567506277,4.0,0.010909037682362675,0.02181807536472535,0.6857151158404649,0.009313316813174223
folC_1_19_W_MM9,-0.33459301285437687,5.0,0.01648933082685939,0.03687126463234041,0.7143496224946225,0.014077351870923353
folC_2_93_C,-0.007614505846559395,6.0,0.0072838193014539915,0.017841640667197685,0.993499306960922,0.006218377710256692
folC_3_250_B_MM10,-0.4427612150096898,6.0,0.015504367435634178,0.03797778900192744,0.6220037378147447,0.013236464124546798
folC_3_250_B_MM11,-0.3264350834792719,5.0,0.013477935440984629,0.030137579842395238,0.721314249716755,0.011506448726668334
folC_3_250_B_MM12,-0.2602829822945822,5.0,0.012671993033891138,0.028335437834184383,0.7777899439190267,0.010818395647287251
folC_3_250_B_MM13,-0.011052097573141352,6.0,0.0070808125473748595,0.017344377705365142,0.9905645493996967,0.006045065794851921
folC_3_250_B_MM14,,,,,,
folC_3_250_B_MM2,-0.37263437109226594,5.0,0.006704807817998409,0.01499240605711648,0.6818727687529106,0.005724061204905698
folC_3_250_B_MM3,-0.4083940875335997,5.0,0.01638500801565515,0.03663799173488386,0.6513438093648736,0.013988288892145961
folC_3_250_B_MM4,-0.3587651619847224,5.0,0.005206237356264069,0.01164150063560525,0.6937132575409867,0.004444694327333967
folC_3_250_B_MM5,-0.32369492430187,6.0,0.010034073686909433,0.02457836057441524,0.7236535917632978,0.008566338287015909
folC_3_250_B_MM6,-0.3569094496790087,6.0,0.013760697138524314,0.033706686494361135,0.695297525294059,0.011747849421073826
folC_3_250_B_MM7,-0.3476256596345259,6.0,0.0172610848506893,0.04228085029107354,0.7032233277735068,0.014736217477134484
folC_3_250_B_MM8,-0.3856178567901705,6.0,0.019971770148388537,0.048920646123700985,0.6707884440705054,0.017050396939462534
folC_3_250_B_MM9,-0.38980005462964024,6.0,0.027942869147505996,0.06844577136074846,0.6672179977498983,0.023855522422527007
folC_3_250_C,-0.3563421435470811,6.0,0.01849158170198207,0.04529493970684218,0.6957818486496599,0.015786723245597545
folC_3_250_D_MM2-8,-0.37893710957469784,6.0,0.01706164910260961,0.04179233447180805,0.6764919641405682,0.014565954218374132
folC_3_250_D_MM3-10,-0.3885440909275597,6.0,0.006936032057553261,0.016989739380592013,0.6682902452023235,0.005921463089523006
folC_3_250_D_MM4-6,-0.34043621376758726,5.0,0.010751360183867386,0.024040772221712116,0.7093611365353393,0.009178703610749444
folC_3_250_D_MM7-9,-0.3809846157407743,6.0,0.014046066743146908,0.03440569641378627,0.6747439571983584,0.011991476550623248
folC_3_250_D_MM9-19,-0.11888891758725349,4.0,0.01142866329083515,0.0228573265816703,0.8985015738963289,0.009756934119929594
folC_3_250_W_MM1,-0.3693470026263137,4.0,0.00993905204307117,0.01987810408614234,0.6846792769799883,0.008485215946169555
folC_3_250_W_MM10,-0.418346881767238,5.0,0.024466114497880522,0.054707895162553984,0.6428468613688032,0.02088733049978853
folC_3_250_W_MM11,-0.3892306482295396,6.0,0.026977910795820972,0.06608211577608303,0.6677041141566792,0.023031713475997213
folC_3_250_W_MM13,-0.2647516101404336,4.0,0.019562616885600903,0.039125233771201806,0.773974965177513,0.016701092622029845
folC_3_250_W_MM16,-0.23138552190095568,4.0,0.0043355227445669876,0.008671045489133975,0.8024604246321989,0.0037013436057844753
folC_3_250_W_MM19,-0.19338774527821398,4.0,0.01178449118361152,0.02356898236722304,0.834900071665041,0.010060713242605865
folC_3_250_W_MM2,-0.3652355701750912,6.0,0.012299133868554864,0.030126602256142325,0.6881893091284801,0.010500076503602677
folC_3_250_W_MM20,0.007780268705280978,5.0,0.01270586286092161,0.02841117306981068,1.0066422089146376,0.010847311161077454
folC_3_250_W_MM3,-0.37901203393058097,6.0,0.01946680671751587,0.04768374337929779,0.6764279993543351,0.016619297098420825
folC_3_250_W_MM4,-0.3305822600655272,6.0,0.02384273623757703,0.05840253785382971,0.7177737019111112,0.02035513697349443
folC_3_250_W_MM5,-0.36258810275293096,6.0,0.03038981465633503,0.07443953928577454,0.6904495179180234,0.025944540667018297
folC_3_250_W_MM6,-0.3456352091806962,6.0,0.0241360910003398,0.05912110733621371,0.7049226248350078,0.020605581231165335
folC_3_250_W_MM7,-0.3487763649852314,6.0,0.011724167947501793,0.028718229130072947,0.702240941993773,0.010009213795501185
folC_3_250_W_MM8,-0.35315263258198926,5.0,0.015409478767923375,0.03445664202291637,0.6985048134942142,0.013155455308728012
folC_3_250_W_MM9,-0.34772015570611037,5.0,0.02386434135418716,0.05336228950622188,0.7031426541267664,0.020373581798934993
folD_1_86_B_MM10,-0.17436027208739802,5.0,0.012966598389984034,0.02899419543694363,0.8511442988040446,0.011069907567590465
folD_1_86_B_MM11,0.021129843701696505,5.0,0.014879093874640849,0.033270665347297675,1.0180390731370297,0.012702652532911406
folD_1_86_B_MM12,-0.017061788716137297,6.0,0.006479312528463951,0.015871009578758984,0.9854339265900847,0.005531550267418679
folD_1_86_B_MM13,0.015333410217255126,5.0,0.006761136389242334,0.015118360571493336,1.0130905136949468,0.005772150307253954
folD_1_86_B_MM14,0.013820633656298743,6.0,0.008114572626811888,0.01987656241644487,1.0117990187171166,0.006927612487689453
folD_1_86_B_MM2,-0.7965106745505673,6.0,0.025377229822501093,0.06216126415046779,0.31999902528910146,0.021665172314859763
folD_1_86_B_MM3,-0.5408589381141382,6.0,0.03605559472568386,0.08831780945050985,0.5382552715866128,0.030781558038855402
folD_1_86_B_MM4,-0.6846406812852548,6.0,0.02159491999740542,0.0528965350298679,0.41550522111533794,0.01843612033865755
folD_1_86_B_MM5,-0.7120747959076104,6.0,0.024260935707334567,0.05942691316543816,0.39208403508533457,0.02071216426282632
folD_1_86_B_MM6,-0.7447064459182847,6.0,0.05145917649272413,0.12604872499099698,0.3642255838144788,0.04393197893125165
folD_1_86_B_MM7,-0.663988169430186,6.0,0.02349667963336385,0.05755487575138715,0.43313678418208446,0.020059699842908722
folD_1_86_B_MM8,-0.6914245895102924,5.0,0.013415528996746093,0.02999803479084382,0.4097136299254549,0.011453170792967834
folD_1_86_B_MM9,-0.38598214065787356,6.0,0.017136824826716086,0.04197647663691316,0.6704774458717061,0.014630133603911992
folD_1_86_C,-0.7930739383421582,6.0,0.03425729111842412,0.08391288321011714,0.32293305247318294,0.0292463015195969
folD_1_86_D_MM2-8,-0.6483366012430699,6.0,0.05002357802825019,0.12253224127751279,0.4464989172495395,0.04270637281406236
folD_1_86_D_MM3-10,-0.6912389592070176,6.0,0.06845345014713745,0.16767602399353282,0.40987210713259836,0.05844041305365104
folD_1_86_D_MM4-6,-0.697967835908042,6.0,0.024928408549274913,0.06106188104535738,0.4041274977235809,0.02128200243024146
folD_1_86_D_MM7-9,-0.44790420572836614,6.0,0.04982965686268902,0.12205723337156213,0.6176130387150718,0.04254081749156391
folD_1_86_D_MM9-19,-0.5571719885787035,6.0,0.042960222605590195,0.1052306246200752,0.5243284146456538,0.036676210600795775
folD_1_86_W_MM1,-0.6295071701944733,6.0,0.046505149975354355,0.11391388785122385,0.46257407088576924,0.039702603270397006
folD_1_86_W_MM10,-0.6824085605692457,6.0,0.0776393902988963,0.19017689017308625,0.4174108380907978,0.06628267864583104
folD_1_86_W_MM11,-0.566320994333012,6.0,0.03294009436121676,0.08068642326411045,0.5165176808672576,0.02812177788494199
folD_1_86_W_MM13,-0.711387315828262,6.0,0.05600743599988818,0.1371896400013114,0.39267095392897094,0.047814941202730055
folD_1_86_W_MM16,-0.5447077798241555,5.0,0.017714632112278497,0.03961112159945541,0.5349694196853857,0.015123422055569212
folD_1_86_W_MM19,-0.5250849269403621,5.0,0.010871429531966422,0.024309255446075644,0.5517219372773403,0.009281209799742224
folD_1_86_W_MM2,-0.8491819208169468,6.0,0.08478262331723711,0.2076741661818222,0.2750322722439081,0.07238103434934955
folD_1_86_W_MM20,-0.15935370513260183,6.0,0.014760305297804813,0.03615521642732109,0.8639557782761605,0.012601239770202855
folD_1_86_W_MM3,-0.7812475223129169,6.0,0.05274932109839197,0.1292089209692874,0.3330295579993121,0.045033407471261055
folD_1_86_W_MM4,-0.7578416867108718,5.0,0.014195717902701974,0.03174259021985236,0.3530117020330934,0.01211923746785324
folD_1_86_W_MM5,-0.8033516389574146,6.0,0.08785620920939083,0.2152028832982158,0.31415872381763216,0.07500503107569788
folD_1_86_W_MM6,-0.6929293794996293,6.0,0.042096660423959646,0.1031153379139157,0.4084289532824687,0.0359389660866986
folD_1_86_W_MM7,-0.6290597387334135,6.0,0.04424495924005414,0.1083775738283724,0.46295605425317193,0.037773022221274336
folD_1_86_W_MM8,-0.8106758768231638,6.0,0.03677584726418224,0.09008206065577519,0.3079058397736937,0.031396455546027234
folD_1_86_W_MM9,-0.7802179515961467,6.0,0.07230391209500887,0.1771076910398208,0.3339085281290377,0.06172764819223494
folD_2_110_C,-0.48838257036565325,6.0,0.03671291699052201,0.08992791359593393,0.5830556519938084,0.03134273040612007
folD_3_207_B_MM10,0.03419949953225107,4.0,0.010060345462989055,0.02012069092597811,1.0291969634050135,0.00858876715572079
folD_3_207_B_MM11,-0.0022641142399764296,5.0,0.01676007125182317,0.03747665862681661,0.9980670693573448,0.014308489705922106
folD_3_207_B_MM12,-0.038363422219398695,5.0,0.011892318769892047,0.026592033179575297,0.9672481922264801,0.0101527683350412
folD_3_207_B_MM13,-0.0018029749290473095,5.0,0.012646754516567752,0.028279002793797983,0.9984607554571402,0.010796848897283122
folD_3_207_B_MM14,0.01113454533353345,5.0,0.010936787122573725,0.024455399461519176,1.0095058383040976,0.009337007200502482
folD_3_207_B_MM2,-0.3501987681041397,6.0,0.02203868192341889,0.053983525315875615,0.7010266010713048,0.018814970932717716
folD_3_207_B_MM3,-0.296532427380703,6.0,0.01766419976528723,0.04326827613954409,0.7468428910057685,0.015080366706523992
folD_3_207_B_MM4,-0.27310297768660496,5.0,0.01996251788293974,0.044637546988308456,0.7668451949772958,0.017042498050314544
folD_3_207_B_MM5,-0.17798807149493118,5.0,0.0029807807152778037,0.006665228305381615,0.8480471562144991,0.002544766638478583
folD_3_207_B_MM6,-0.18750499056564507,6.0,0.011643540537606158,0.028520733116546414,0.83992232568667,0.009940380170203718
folD_3_207_B_MM7,-0.1910778741522956,5.0,0.024818013551999203,0.05549476536878123,0.8368720660993496,0.021187755475179558
folD_3_207_B_MM8,-0.18116282932656325,6.0,0.007248932605034554,0.01775618606215868,0.8453367864869383,0.006188594069776235
folD_3_207_B_MM9,0.009405617244551684,5.0,0.008058144767319664,0.018018559472260994,1.0080298093903908,0.006879438620493997
folD_3_207_C,-0.32086814431366084,6.0,0.018745269386997675,0.04591634508915832,0.726066884150572,0.016003302732344665
folD_3_207_D_MM2-8,-0.2287437452169896,4.0,0.01984316777050504,0.03968633554101008,0.8047157750969985,0.01694060589069817
folD_3_207_D_MM3-10,-0.2501498986707045,5.0,0.012169694063850205,0.027212263192144724,0.7864408094519361,0.010389570522731522
folD_3_207_D_MM4-6,-0.19108375562814456,5.0,0.00962448789698323,0.021521009186278497,0.8368670449371256,0.008216664710406649
folD_3_207_D_MM7-9,-0.05454347374480867,5.0,0.017356083880247935,0.038809383379422704,0.9534348797880002,0.01481732051160783
folD_3_207_D_MM9-19,-0.0013964162909844413,6.0,0.008115823994395855,0.019879627628506247,0.9988078446789085,0.006928680811321524
folD_3_207_W_MM1,-0.31580668094438663,6.0,0.020664641262861414,0.050617826811673046,0.7303879813242062,0.017641918243877484
folD_3_207_W_MM10,-0.3534979953259375,5.0,0.021279200417397063,0.04758173864014174,0.6982099687293953,0.018166582680217334
folD_3_207_W_MM11,-0.2895663956965892,6.0,0.018881329647387316,0.04624962330138315,0.7527899655226759,0.016119460760906656
folD_3_207_W_MM13,-0.37492935242834574,6.0,0.017176683593771516,0.042074110277975425,0.6799134861025454,0.014664162024766189
folD_3_207_W_MM16,-0.37573379777672117,6.0,0.017839822149071146,0.043698461367225924,0.6792267110994287,0.015230299903868143
folD_3_207_W_MM19,0.036886763623960615,4.0,0.005503706272728127,0.011007412545456254,1.0314911476012258,0.0046986509403522305
folD_3_207_W_MM2,-0.30544750240053536,5.0,0.018398365340830076,0.04113999557697214,0.7392318697140232,0.015707142119483795
folD_3_207_W_MM20,-0.5307660271416184,6.0,0.026874117276210713,0.06582787461443033,0.5468718407278317,0.02294310236661883
folD_3_207_W_MM3,-0.2792614148711779,6.0,0.00919215242590048,0.02251608308134273,0.7615875839721848,0.007847569165134455
folD_3_207_W_MM4,-0.32289667518965653,6.0,0.014312725362305104,0.035058873966238996,0.7243350768854823,0.012219129646477802
folD_3_207_W_MM5,-0.24247366809965398,5.0,0.005336704796564914,0.011933234700968335,0.7929941984236096,0.004556077626274273
folD_3_207_W_MM6,-0.31885923396662713,6.0,0.020242210654186958,0.049583087368687315,0.7277819408820596,0.01728127872600984
folD_3_207_W_MM7,-0.3049357421737953,6.0,0.020799359872299365,0.05094781866365332,0.7396687721487557,0.01775693087165073
folD_3_207_W_MM8,-0.31469495613196335,5.0,0.011650712215285646,0.02605178449966587,0.731337088448834,0.009946502809821971
folD_3_207_W_MM9,-0.256098355843076,6.0,0.02584598771311198,0.06330948179536784,0.7813624636061367,0.022065362585628807
ftsA_1_50_B_MM10,,,,,,
ftsA_1_50_B_MM11,0.08881028859744192,4.0,0.012367289673674372,0.024734579347348743,1.0758195523803777,0.010558262809692827
ftsA_1_50_B_MM12,-0.012994909134454126,6.0,0.009681097541897972,0.02371374912776252,0.9889059228456738,0.008264993772338912
ftsA_1_50_B_MM13,0.024478697532554505,5.0,0.006241654112287119,0.013956762887115105,1.0208980729494714,0.005328655366179996
ftsA_1_50_B_MM14,0.009720880975982941,4.0,0.01729309656531101,0.03458619313062202,1.0082989578795625,0.014763546674143944
ftsA_1_50_B_MM2,-1.046089756040277,5.0,0.046734395082738474,0.10450128429233514,0.10692715556655838,0.039898315520652615
ftsA_1_50_B_MM3,-0.9159258821847286,6.0,0.06970450961497372,0.17074048132760952,0.21805129228181613,0.05950847363931736
ftsA_1_50_B_MM4,-0.7331558029638893,6.0,0.06863645667414535,0.16812429660430103,0.37408665500722627,0.058596650277733496
ftsA_1_50_B_MM5,-0.7573717269211347,6.0,0.09490680283840834,0.2324732400730266,0.3534129183950417,0.08102429822830398
ftsA_1_50_B_MM6,-0.633050044231367,6.0,0.09231396690979879,0.22612211506117783,0.4595494311975127,0.07881072970367023
ftsA_1_50_B_MM7,-0.5944605675025446,6.0,0.07023722579664743,0.1720453641504339,0.49249422732844866,0.05996326669402035
ftsA_1_50_B_MM8,-0.9108082570084296,6.0,0.053785053136484406,0.13174593597286674,0.2224203361870368,0.045917637674251825
ftsA_1_50_B_MM9,-1.0240834045820344,6.0,0.05695797850756227,0.13951798412393848,0.12571452517698992,0.04862644298465813
ftsA_1_50_C,-0.5928323653795358,4.0,0.1378238722152545,0.275647744430509,0.4938842639796174,0.11766366784435786
ftsA_1_50_D_MM2-8,-0.9203917010307167,6.0,0.0906710425526633,0.2220977887002058,0.21423871165335479,0.07740812431503713
ftsA_1_50_D_MM3-10,-0.19266559684712423,4.0,0.01618978361144104,0.03237956722288208,0.8355165877428752,0.013821620962393663
ftsA_1_50_D_MM4-6,-0.6875796177261763,6.0,0.06484790088333653,0.15884426805475302,0.41299617797468247,0.055362265965244205
ftsA_1_50_D_MM7-9,-0.9381634992453655,6.0,0.04783566527012437,0.11717297141837912,0.19906648547428255,0.0408384972718451
