,mean,reps,sem,std,norm.GR,norm.GR_sem
aroE_1_28_C,-0.318701581579348,6.0,0.01853248870143209,0.04539514098240304,0.7279165326464145,0.01582164656852
aroE_1_28_D_MM2-8,-0.11865973914181746,5.0,0.012071542849140797,0.026992790403980314,0.8986972292356213,0.010305776389389723
aroE_1_28_D_MM3-10,-0.07711332654014413,5.0,0.015628511535967383,0.03494641418156272,0.934166435069956,0.013342449030874413
aroE_1_28_D_MM4-6,-0.17071650593653478,6.0,0.01005624893690069,0.024632678621812475,0.8542550725995166,0.008585269849505039
aroE_1_28_D_MM7-9,-0.050275350656741505,4.0,0.01263987458258205,0.0252797491651641,0.957078682630579,0.010790975326512882
aroE_1_28_D_MM9-19,-0.1025841853457059,3.0,0.02959194981347863,0.05125476057197335,0.9124213293633959,0.02526338360514208
aroE_1_28_W_MM1,-0.36036412642494237,5.0,0.00408161998225167,0.00912677973863622,0.6923481818268524,0.00348458050219691
aroE_1_28_W_MM10,-0.2443840944299174,6.0,0.015308478744594003,0.03749796166249731,0.791363219946861,0.013069229076608084
aroE_1_28_W_MM11,-0.34591397317342776,4.0,0.005507898206754369,0.011015796413508737,0.7046846370806331,0.004702229698697656
aroE_1_28_W_MM13,-0.3100384671276399,6.0,0.019760973896782424,0.048404302867574675,0.735312448934062,0.016870434936268486
aroE_1_28_W_MM16,-0.2640333026761135,6.0,0.008829870641715866,0.02162867756698533,0.7745882021264784,0.007538280194833403
aroE_1_28_W_MM19,-0.1762978009161266,4.0,0.02036056658104381,0.04072113316208762,0.8494901822502278,0.01738232212466973
aroE_1_28_W_MM2,-0.315319290689175,6.0,0.012014522802580854,0.029429450369356402,0.7308040785080833,0.01025709695736491
aroE_1_28_W_MM20,-0.04981390353107612,6.0,0.006515305206055979,0.015959173273335958,0.9574726315194714,0.005562278111535575
aroE_1_28_W_MM3,-0.36409270504810065,6.0,0.017982728866789664,0.044048509906452246,0.6891650015142163,0.015352302923345766
aroE_1_28_W_MM4,-0.2750745329144266,6.0,0.013268804043441199,0.03250179940340917,0.7651620292402245,0.011327908050798011
aroE_1_28_W_MM5,-0.3130947938858075,6.0,0.014968485811169422,0.036665152459455036,0.7327031867596892,0.012778968652598092
aroE_1_28_W_MM6,-0.3057117753686491,6.0,0.018126523550818716,0.044400733510048154,0.7390062533078043,0.015475064021749342
aroE_1_28_W_MM7,-0.33843825205415845,6.0,0.015923983529961036,0.03900563432088782,0.7110668461459898,0.013594700821509645
aroE_1_28_W_MM8,-0.36293234288650694,6.0,0.016394953741649374,0.040159271023574826,0.6901556315536023,0.013996779805810232
aroE_1_28_W_MM9,-0.2847921188628681,6.0,0.01574354436728367,0.038563650442713225,0.7568658844076323,0.013440655420214978
aroE_2_94_C,-0.2591232396497507,6.0,0.01378746682810853,0.03377225857441516,0.7787800450615433,0.011770703370922328
aroE_3_209_B_MM10,0.009798133951852122,5.0,0.010075355881545402,0.022529180648637837,1.0083649106665982,0.00860158192340095
aroE_3_209_B_MM11,0.028905925714036343,3.0,0.011948756824197472,0.020695853906795365,1.0246777077677665,0.010200950905802263
aroE_3_209_B_MM12,0.052747991975833415,6.0,0.00912019927950269,0.02233983458728037,1.045032272766273,0.007786140974342636
aroE_3_209_B_MM13,0.026734329406964446,6.0,0.010410070532650091,0.02549936099137581,1.022823761985658,0.008887336146506164
aroE_3_209_B_MM14,0.08014563714345771,4.0,0.0048607024076488215,0.009721404815297643,1.0684223239156567,0.004149702547107509
aroE_3_209_B_MM2,-0.26885637238252774,5.0,0.010684909140229687,0.023892183170962415,0.7704706275524642,0.009121972701939353
aroE_3_209_B_MM3,-0.22811831659383106,5.0,0.012845848481194926,0.028724190432614285,0.8052497190690613,0.010966820367008781
aroE_3_209_B_MM4,-0.23079078579746648,5.0,0.01060743080666862,0.023718936350336464,0.8029681656367958,0.00905582752143662
aroE_3_209_B_MM5,-0.20789195004653807,5.0,0.02033782612664624,0.04547676173375224,0.8225174712869207,0.017362908033120433
aroE_3_209_B_MM6,-0.2541509523922465,3.0,0.027865900824706226,0.04826515602706666,0.7830250103704556,0.023789812650896844
aroE_3_209_B_MM7,-0.1735880388765665,5.0,0.014032419130010503,0.03137744306347195,0.851803573504118,0.011979825243827555
aroE_3_209_B_MM8,-0.17480282471145464,5.0,0.008171277953590494,0.018271532967273716,0.8507664806211443,0.006976023235608819
aroE_3_209_B_MM9,0.037006091086046446,3.0,0.010709332141457712,0.018549107384135163,1.0315930204236758,0.009142823225568298
aroE_3_209_C,-0.26902342715857835,6.0,0.017856102978667823,0.04373834109232698,0.7703280087349467,0.015244199253052747
aroE_3_209_D_MM2-8,-0.23685240671542057,5.0,0.014013092082426426,0.03133422647126958,0.7977932090866372,0.011963325262577621
aroE_3_209_D_MM3-10,-0.2472589351467278,6.0,0.006859227714327165,0.016801607929658492,0.7889088969201511,0.0058558933113335996
aroE_3_209_D_MM4-6,-0.19079996005917627,5.0,0.005133151358013232,0.011478075375312946,0.8371093282732854,0.00438229899273744
aroE_3_209_D_MM7-9,0.025834490417502572,6.0,0.0068165403840568465,0.01669704575201455,1.0220555470583914,0.005819450075707158
aroE_3_209_D_MM9-19,0.07281511538897233,4.0,0.010178229245310288,0.020356458490620576,1.062164075159603,0.008689407472846829
aroE_3_209_W_MM1,-0.2943764370132184,5.0,0.013956026275320558,0.031206623447389965,0.7486835136090803,0.011914606763636537
