Plate	Repeat	Well	Type	Time	Absorbance @ 600 (0.5s) (A)	Time	Absorbance @ 600 (0.5s) (A)	Time	Absorbance @ 600 (0.5s) (A)
1	22	G02	M	13:45:28.66	0.035	13:57:26.36	0.036	14:09:24.08	0.038
1	22	G03	M	13:45:29.43	0.036	13:57:27.13	0.037	14:09:24.85	0.036
1	22	G04	M	13:45:30.20	0.037	13:57:27.90	0.036	14:09:25.62	0.037
1	22	G05	M	13:45:30.97	0.036	13:57:28.67	0.036	14:09:26.39	0.035
1	22	G06	M	13:45:31.74	0.036	13:57:29.44	0.036	14:09:27.16	0.036
1	22	G07	M	13:45:32.51	0.039	13:57:30.21	0.038	14:09:27.93	0.039
1	22	G08	M	13:45:33.28	0.038	13:57:30.98	0.037	14:09:28.70	0.037
1	22	G09	M	13:45:34.05	0.037	13:57:31.75	0.037	14:09:29.47	0.037
1	22	G10	M	13:45:34.82	0.037	13:57:32.52	0.036	14:09:30.24	0.036
1	22	G11	M	13:45:35.59	0.037	13:57:33.29	0.037	14:09:31.01	0.037
1	22	G12	M	13:45:36.36	0.038	13:57:34.06	0.035	14:09:31.78	0.036
1	22	H01	M	13:45:39.59	0.037	13:57:37.29	0.036	14:09:35.01	0.037
1	22	H02	M	13:45:40.36	0.037	13:57:38.06	0.036	14:09:35.78	0.037
1	22	H03	M	13:45:41.13	0.037	13:57:38.83	0.037	14:09:36.55	0.036
1	22	H04	M	13:45:41.90	0.036	13:57:39.60	0.035	14:09:37.32	0.036
1	22	H05	M	13:45:42.67	0.036	13:57:40.37	0.036	14:09:38.09	0.036
1	22	H06	M	13:45:43.44	0.036	13:57:41.14	0.036	14:09:38.86	0.037
1	22	H07	M	13:45:44.21	0.037	13:57:41.91	0.037	14:09:39.63	0.037
1	22	H08	M	13:45:44.98	0.036	13:57:42.68	0.036	14:09:40.40	0.036
1	22	H09	M	13:45:45.75	0.038	13:57:43.45	0.038	14:09:41.17	0.038
1	22	H10	M	13:45:46.52	0.038	13:57:44.22	0.037	14:09:41.94	0.037
1	22	H11	M	13:45:47.29	0.036	13:57:44.99	0.035	14:09:42.71	0.036
1	22	H12	M	13:45:48.06	0.037	13:57:45.76	0.037	14:09:43.48	0.036
1	23	A01	M	14:23:31.18	0.036	14:35:28.87	0.037	14:47:26.06	0.037
1	23	A02	M	14:23:31.95	0.036	14:35:29.64	0.037	14:47:26.83	0.037
1	23	A03	M	14:23:32.72	0.038	14:35:30.41	0.039	14:47:27.60	0.040
1	23	A04	M	14:23:33.49	0.037	14:35:31.18	0.037	14:47:28.37	0.038
1	23	A05	M	14:23:34.26	0.037	14:35:31.95	0.038	14:47:29.14	0.039
1	23	A06	M	14:23:35.03	0.036	14:35:32.72	0.038	14:47:29.91	0.037
1	23	A07	M	14:23:35.80	0.036	14:35:33.49	0.037	14:47:30.68	0.037
1	23	A08	M	14:23:36.57	0.036	14:35:34.26	0.037	14:47:31.45	0.037
1	23	A09	M	14:23:37.34	0.036	14:35:35.03	0.037	14:47:32.22	0.037
1	23	A10	M	14:23:38.11	0.038	14:35:35.80	0.039	14:47:32.99	0.038
1	23	A11	M	14:23:38.88	0.036	14:35:36.57	0.036	14:47:33.76	0.036
1	23	A12	M	14:23:39.65	0.036	14:35:37.34	0.036	14:47:34.53	0.036
1	23	B01	M	14:23:42.88	0.035	14:35:40.57	0.035	14:47:37.76	0.037
1	23	B02	M	14:23:43.65	0.036	14:35:41.34	0.037	14:47:38.53	0.037
1	23	B03	M	14:23:44.42	0.037	14:35:42.11	0.038	14:47:39.30	0.038
1	23	B04	M	14:23:45.19	0.036	14:35:42.88	0.037	14:47:40.07	0.037
1	23	B05	M	14:23:45.96	0.036	14:35:43.65	0.037	14:47:40.84	0.037
1	23	B06	M	14:23:46.73	0.037	14:35:44.42	0.039	14:47:41.61	0.037
1	23	B07	M	14:23:47.50	0.037	14:35:45.19	0.038	14:47:42.38	0.038
1	23	B08	M	14:23:48.27	0.036	14:35:45.96	0.037	14:47:43.15	0.037
1	23	B09	M	14:23:49.04	0.037	14:35:46.73	0.037	14:47:43.92	0.037
1	23	B10	M	14:23:49.81	0.038	14:35:47.50	0.038	14:47:44.69	0.038
1	23	B11	M	14:23:50.58	0.036	14:35:48.27	0.037	14:47:45.46	0.036
1	23	B12	M	14:23:51.35	0.037	14:35:49.04	0.038	14:47:46.23	0.037
1	23	C01	M	14:23:54.58	0.035	14:35:52.27	0.036	14:47:49.46	0.036
1	23	C02	M	14:23:55.35	0.036	14:35:53.04	0.037	14:47:50.23	0.037
1	23	C03	M	14:23:56.12	0.036	14:35:53.81	0.037	14:47:51.00	0.037
1	23	C04	M	14:23:56.89	0.036	14:35:54.58	0.037	14:47:51.77	0.037
1	23	C05	M	14:23:57.66	0.036	14:35:55.35	0.037	14:47:52.54	0.037
1	23	C06	M	14:23:58.43	0.195	14:35:56.12	0.201	14:47:53.31	0.208
1	23	C07	M	14:23:59.20	0.193	14:35:56.89	0.202	14:47:54.08	0.204
1	23	C08	M	14:23:59.97	0.187	14:35:57.66	0.189	14:47:54.85	0.195
1	23	C09	M	14:24:00.74	0.185	14:35:58.43	0.193	14:47:55.62	0.197
1	23	C10	M	14:24:01.51	0.186	14:35:59.20	0.193	14:47:56.39	0.198
1	23	C11	M	14:24:02.28	0.191	14:35:59.97	0.201	14:47:57.16	0.202
1	23	C12	M	14:24:03.05	0.035	14:36:00.74	0.036	14:47:57.93	0.037
1	23	D01	M	14:24:06.28	0.036	14:36:03.97	0.036	14:48:01.16	0.037
1	23	D02	M	14:24:07.05	0.036	14:36:04.74	0.037	14:48:01.93	0.037
1	23	D03	M	14:24:07.82	0.079	14:36:05.51	0.081	14:48:02.70	0.082
1	23	D04	M	14:24:08.59	0.081	14:36:06.28	0.085	14:48:03.47	0.086
1	23	D05	M	14:24:09.36	0.080	14:36:07.05	0.083	14:48:04.24	0.085
1	23	D06	M	14:24:10.13	0.237	14:36:07.82	0.247	14:48:05.01	0.249
1	23	D07	M	14:24:10.90	0.226	14:36:08.59	0.236	14:48:05.78	0.237
1	23	D08	M	14:24:11.67	0.216	14:36:09.36	0.225	14:48:06.55	0.230
1	23	D09	M	14:24:12.44	0.208	14:36:10.13	0.219	14:48:07.32	0.222
1	23	D10	M	14:24:13.21	0.205	14:36:10.90	0.214	14:48:08.09	0.219
1	23	D11	M	14:24:13.98	0.225	14:36:11.67	0.234	14:48:08.86	0.236
1	23	D12	M	14:24:14.75	0.036	14:36:12.44	0.036	14:48:09.63	0.036
1	23	E01	M	14:24:17.98	0.036	14:36:15.67	0.037	14:48:12.86	0.037
1	23	E02	M	14:24:18.75	0.035	14:36:16.44	0.036	14:48:13.63	0.036
1	23	E03	M	14:24:19.52	0.213	14:36:17.21	0.221	14:48:14.40	0.221
1	23	E04	M	14:24:20.29	0.219	14:36:17.98	0.227	14:48:15.17	0.233
1	23	E05	M	14:24:21.06	0.208	14:36:18.75	0.216	14:48:15.94	0.217
1	23	E06	M	14:24:21.83	0.224	14:36:19.52	0.234	14:48:16.71	0.235
1	23	E07	M	14:24:22.60	0.215	14:36:20.29	0.225	14:48:17.48	0.230
1	23	E08	M	14:24:23.37	0.213	14:36:21.06	0.222	14:48:18.25	0.225
1	23	E09	M	14:24:24.14	0.176	14:36:21.83	0.191	14:48:19.02	0.192
1	23	E10	M	14:24:24.91	0.169	14:36:22.60	0.184	14:48:19.79	0.190
1	23	E11	M	14:24:25.68	0.189	14:36:23.37	0.200	14:48:20.56	0.203
1	23	E12	M	14:24:26.45	0.037	14:36:24.14	0.038	14:48:21.33	0.037
1	23	F01	M	14:24:29.68	0.035	14:36:27.37	0.036	14:48:24.56	0.036
1	23	F02	M	14:24:30.45	0.037	14:36:28.14	0.037	14:48:25.33	0.037
1	23	F03	M	14:24:31.22	0.046	14:36:28.91	0.048	14:48:26.10	0.047
1	23	F04	M	14:24:31.99	0.047	14:36:29.68	0.050	14:48:26.87	0.049
1	23	F05	M	14:24:32.76	0.046	14:36:30.45	0.049	14:48:27.64	0.048
1	23	F06	M	14:24:33.53	0.050	14:36:31.22	0.051	14:48:28.41	0.053
1	23	F07	M	14:24:34.30	0.049	14:36:31.99	0.050	14:48:29.18	0.051
1	23	F08	M	14:24:35.07	0.048	14:36:32.76	0.050	14:48:29.95	0.050
1	23	F09	M	14:24:35.84	0.083	14:36:33.53	0.090	14:48:30.72	0.090
1	23	F10	M	14:24:36.61	0.079	14:36:34.30	0.082	14:48:31.49	0.084
1	23	F11	M	14:24:37.38	0.084	14:36:35.07	0.090	14:48:32.26	0.088
1	23	F12	M	14:24:38.15	0.035	14:36:35.84	0.036	14:48:33.03	0.036
1	23	G01	M	14:24:41.38	0.035	14:36:39.07	0.038	14:48:36.26	0.036
1	23	G02	M	14:24:42.15	0.036	14:36:39.84	0.037	14:48:37.03	0.036
1	23	G03	M	14:24:42.92	0.035	14:36:40.61	0.037	14:48:37.80	0.036
1	23	G04	M	14:24:43.69	0.036	14:36:41.38	0.037	14:48:38.57	0.037
1	23	G05	M	14:24:44.46	0.035	14:36:42.15	0.036	14:48:39.34	0.036
1	23	G06	M	14:24:45.23	0.035	14:36:42.92	0.036	14:48:40.11	0.036
1	23	G07	M	14:24:46.00	0.038	14:36:43.69	0.038	14:48:40.88	0.037
1	23	G08	M	14:24:46.77	0.037	14:36:44.46	0.037	14:48:41.65	0.037
1	23	G09	M	14:24:47.54	0.036	14:36:45.23	0.037	14:48:42.42	0.037
1	23	G10	M	14:24:48.31	0.036	14:36:46.00	0.036	14:48:43.19	0.036
1	23	G11	M	14:24:49.08	0.037	14:36:46.77	0.037	14:48:43.96	0.037
1	23	G12	M	14:24:49.85	0.035	14:36:47.54	0.036	14:48:44.73	0.036
1	23	H01	M	14:24:53.08	0.034	14:36:50.77	0.037	14:48:47.96	0.036
1	23	H02	M	14:24:53.85	0.036	14:36:51.54	0.036	14:48:48.73	0.037
1	23	H03	M	14:24:54.62	0.036	14:36:52.31	0.037	14:48:49.50	0.037
1	23	H04	M	14:24:55.39	0.035	14:36:53.08	0.036	14:48:50.27	0.037
1	23	H05	M	14:24:56.16	0.035	14:36:53.85	0.036	14:48:51.04	0.034
1	23	H06	M	14:24:56.93	0.035	14:36:54.62	0.036	14:48:51.81	0.036
1	23	H07	M	14:24:57.70	0.037	14:36:55.39	0.037	14:48:52.58	0.038
1	23	H08	M	14:24:58.47	0.036	14:36:56.16	0.037	14:48:53.35	0.037
1	23	H09	M	14:24:59.24	0.037	14:36:56.93	0.039	14:48:54.12	0.038
1	23	H10	M	14:25:00.01	0.036	14:36:57.70	0.037	14:48:54.89	0.037
1	23	H11	M	14:25:00.78	0.036	14:36:58.47	0.036	14:48:55.66	0.036
1	23	H12	M	14:25:01.55	0.037	14:36:59.24	0.036	14:48:56.43	0.036
1	24	A01	M	15:02:43.74	0.038	15:14:41.46	0.036	15:26:39.16	0.036
1	24	A02	M	15:02:44.51	0.038	15:14:42.23	0.037	15:26:39.93	0.038
1	24	A03	M	15:02:45.28	0.039	15:14:43.00	0.039	15:26:40.70	0.039
1	24	A04	M	15:02:46.05	0.036	15:14:43.77	0.037	15:26:41.47	0.038
1	24	A05	M	15:02:46.82	0.038	15:14:44.54	0.037	15:26:42.24	0.038
1	24	A06	M	15:02:47.59	0.037	15:14:45.31	0.037	15:26:43.01	0.037
1	24	A07	M	15:02:48.36	0.037	15:14:46.08	0.037	15:26:43.78	0.036
1	24	A08	M	15:02:49.13	0.037	15:14:46.85	0.036	15:26:44.55	0.036
1	24	A09	M	15:02:49.90	0.038	15:14:47.62	0.037	15:26:45.32	0.037
1	24	A10	M	15:02:50.67	0.039	15:14:48.39	0.038	15:26:46.09	0.038
1	24	A11	M	15:02:51.44	0.037	15:14:49.16	0.036	15:26:46.86	0.036
1	24	A12	M	15:02:52.21	0.036	15:14:49.93	0.036	15:26:47.63	0.036
1	24	B01	M	15:02:55.44	0.036	15:14:53.16	0.036	15:26:50.86	0.035
1	24	B02	M	15:02:56.21	0.037	15:14:53.93	0.037	15:26:51.63	0.038
1	24	B03	M	15:02:56.98	0.038	15:14:54.70	0.036	15:26:52.40	0.038
1	24	B04	M	15:02:57.75	0.037	15:14:55.47	0.037	15:26:53.17	0.037
1	24	B05	M	15:02:58.52	0.037	15:14:56.24	0.036	15:26:53.94	0.035
1	24	B06	M	15:02:59.29	0.038	15:14:57.01	0.037	15:26:54.71	0.038
1	24	B07	M	15:03:00.06	0.038	15:14:57.78	0.037	15:26:55.48	0.038
1	24	B08	M	15:03:00.83	0.037	15:14:58.55	0.037	15:26:56.25	0.037
1	24	B09	M	15:03:01.60	0.038	15:14:59.32	0.037	15:26:57.02	0.037
1	24	B10	M	15:03:02.37	0.038	15:15:00.09	0.037	15:26:57.79	0.037
1	24	B11	M	15:03:03.14	0.037	15:15:00.86	0.036	15:26:58.56	0.036
1	24	B12	M	15:03:03.91	0.038	15:15:01.63	0.036	15:26:59.33	0.036
1	24	C01	M	15:03:07.14	0.036	15:15:04.86	0.035	15:27:02.56	0.036
1	24	C02	M	15:03:07.91	0.037	15:15:05.63	0.036	15:27:03.33	0.037
1	24	C03	M	15:03:08.68	0.038	15:15:06.40	0.037	15:27:04.10	0.036
1	24	C04	M	15:03:09.45	0.038	15:15:07.17	0.037	15:27:04.87	0.037
1	24	C05	M	15:03:10.22	0.037	15:15:07.94	0.036	15:27:05.64	0.036
1	24	C06	M	15:03:10.99	0.215	15:15:08.71	0.224	15:27:06.41	0.224
1	24	C07	M	15:03:11.76	0.214	15:15:09.48	0.217	15:27:07.18	0.224
1	24	C08	M	15:03:12.53	0.203	15:15:10.25	0.212	15:27:07.95	0.214
1	24	C09	M	15:03:13.30	0.202	15:15:11.02	0.210	15:27:08.72	0.214
1	24	C10	M	15:03:14.07	0.205	15:15:11.79	0.212	15:27:09.49	0.215
1	24	C11	M	15:03:14.84	0.211	15:15:12.56	0.218	15:27:10.26	0.220
1	24	C12	M	15:03:15.61	0.036	15:15:13.33	0.036	15:27:11.03	0.036
1	24	D01	M	15:03:18.84	0.036	15:15:16.56	0.036	15:27:14.26	0.034
1	24	D02	M	15:03:19.61	0.037	15:15:17.33	0.036	15:27:15.03	0.036
1	24	D03	M	15:03:20.38	0.084	15:15:18.10	0.085	15:27:15.80	0.084
1	24	D04	M	15:03:21.15	0.087	15:15:18.87	0.089	15:27:16.57	0.092
1	24	D05	M	15:03:21.92	0.086	15:15:19.64	0.087	15:27:17.34	0.087
1	24	D06	M	15:03:22.69	0.260	15:15:20.41	0.266	15:27:18.11	0.268
1	24	D07	M	15:03:23.46	0.248	15:15:21.18	0.256	15:27:18.88	0.255
1	24	D08	M	15:03:24.23	0.240	15:15:21.95	0.247	15:27:19.65	0.249
1	24	D09	M	15:03:25.00	0.231	15:15:22.72	0.237	15:27:20.42	0.239
1	24	D10	M	15:03:25.77	0.226	15:15:23.49	0.234	15:27:21.19	0.236
1	24	D11	M	15:03:26.54	0.243	15:15:24.26	0.252	15:27:21.96	0.256
1	24	D12	M	15:03:27.31	0.036	15:15:25.03	0.035	15:27:22.73	0.036
1	24	E01	M	15:03:30.54	0.037	15:15:28.26	0.036	15:27:25.96	0.036
1	24	E02	M	15:03:31.31	0.036	15:15:29.03	0.036	15:27:26.73	0.036
1	24	E03	M	15:03:32.08	0.247	15:15:29.80	0.250	15:27:27.50	0.241
1	24	E04	M	15:03:32.85	0.247	15:15:30.57	0.255	15:27:28.27	0.254
1	24	E05	M	15:03:33.62	0.227	15:15:31.34	0.234	15:27:29.04	0.236
1	24	E06	M	15:03:34.39	0.251	15:15:32.11	0.258	15:27:29.81	0.257
1	24	E07	M	15:03:35.16	0.244	15:15:32.88	0.252	15:27:30.58	0.250
1	24	E08	M	15:03:35.93	0.236	15:15:33.65	0.245	15:27:31.35	0.246
1	24	E09	M	15:03:36.70	0.190	15:15:34.42	0.208	15:27:32.12	0.209
1	24	E10	M	15:03:37.47	0.187	15:15:35.19	0.201	15:27:32.89	0.206
1	24	E11	M	15:03:38.24	0.203	15:15:35.96	0.216	15:27:33.66	0.222
1	24	E12	M	15:03:39.01	0.038	15:15:36.73	0.037	15:27:34.46	0.036
1	24	F01	M	15:03:42.24	0.037	15:15:39.96	0.036	15:27:37.69	0.036
1	24	F02	M	15:03:43.01	0.037	15:15:40.73	0.036	15:27:38.46	0.036
1	24	F03	M	15:03:43.78	0.047	15:15:41.50	0.047	15:27:39.23	0.047
1	24	F04	M	15:03:44.55	0.048	15:15:42.27	0.050	15:27:40.00	0.048
1	24	F05	M	15:03:45.32	0.049	15:15:43.04	0.050	15:27:40.77	0.048
1	24	F06	M	15:03:46.09	0.052	15:15:43.81	0.052	15:27:41.54	0.052
1	24	F07	M	15:03:46.86	0.051	15:15:44.58	0.052	15:27:42.31	0.053
1	24	F08	M	15:03:47.63	0.050	15:15:45.35	0.050	15:27:43.08	0.051
1	24	F09	M	15:03:48.40	0.088	15:15:46.12	0.094	15:27:43.85	0.095
1	24	F10	M	15:03:49.17	0.085	15:15:46.89	0.088	15:27:44.64	0.089
1	24	F11	M	15:03:49.94	0.087	15:15:47.66	0.092	15:27:45.41	0.091
1	24	F12	M	15:03:50.71	0.036	15:15:48.43	0.035	15:27:46.18	0.036
1	24	G01	M	15:03:53.94	0.036	15:15:51.66	0.036	15:27:49.41	0.036
1	24	G02	M	15:03:54.71	0.038	15:15:52.43	0.036	15:27:50.18	0.036
1	24	G03	M	15:03:55.48	0.037	15:15:53.20	0.037	15:27:50.95	0.036
1	24	G04	M	15:03:56.25	0.037	15:15:53.97	0.037	15:27:51.72	0.036
1	24	G05	M	15:03:57.02	0.036	15:15:54.74	0.036	15:27:52.49	0.037
1	24	G06	M	15:03:57.79	0.037	15:15:55.51	0.036	15:27:53.26	0.036
1	24	G07	M	15:03:58.56	0.039	15:15:56.28	0.037	15:27:54.03	0.037
1	24	G08	M	15:03:59.33	0.038	15:15:57.05	0.037	15:27:54.80	0.036
1	24	G09	M	15:04:00.10	0.037	15:15:57.82	0.036	15:27:55.57	0.036
1	24	G10	M	15:04:00.87	0.037	15:15:58.59	0.037	15:27:56.34	0.036
1	24	G11	M	15:04:01.64	0.037	15:15:59.36	0.036	15:27:57.11	0.037
1	24	G12	M	15:04:02.41	0.036	15:16:00.13	0.035	15:27:57.88	0.035
1	24	H01	M	15:04:05.64	0.037	15:16:03.36	0.037	15:28:01.11	0.036
1	24	H02	M	15:04:06.41	0.037	15:16:04.13	0.036	15:28:01.88	0.037
1	24	H03	M	15:04:07.18	0.036	15:16:04.90	0.037	15:28:02.65	0.038
1	24	H04	M	15:04:07.95	0.036	15:16:05.67	0.035	15:28:03.42	0.036
1	24	H05	M	15:04:08.72	0.036	15:16:06.44	0.035	15:28:04.19	0.035
1	24	H06	M	15:04:09.49	0.036	15:16:07.21	0.036	15:28:04.96	0.034
1	24	H07	M	15:04:10.26	0.037	15:16:07.98	0.037	15:28:05.73	0.037
1	24	H08	M	15:04:11.03	0.036	15:16:08.75	0.036	15:28:06.50	0.036
1	24	H09	M	15:04:11.80	0.038	15:16:09.52	0.038	15:28:07.27	0.038
1	24	H10	M	15:04:12.57	0.037	15:16:10.29	0.036	15:28:08.04	0.037
1	24	H11	M	15:04:13.34	0.036	15:16:11.06	0.035	15:28:08.81	0.035
1	24	H12	M	15:04:14.11	0.037	15:16:11.83	0.036	15:28:09.58	0.035
1	25	A01	M	15:41:56.92	0.036	15:53:54.12	0.037	16:05:51.84	0.036
1	25	A02	M	15:41:57.69	0.040	15:53:54.89	0.039	16:05:52.61	0.038
1	25	A03	M	15:41:58.46	0.039	15:53:55.66	0.039	16:05:53.38	0.039
1	25	A04	M	15:41:59.23	0.038	15:53:56.43	0.039	16:05:54.15	0.037
1	25	A05	M	15:42:00.00	0.038	15:53:57.20	0.039	16:05:54.92	0.038
1	25	A06	M	15:42:00.77	0.038	15:53:57.97	0.039	16:05:55.69	0.038
1	25	A07	M	15:42:01.54	0.037	15:53:58.74	0.036	16:05:56.46	0.037
1	25	A08	M	15:42:02.31	0.037	15:53:59.51	0.037	16:05:57.23	0.036
1	25	A09	M	15:42:03.08	0.037	15:54:00.28	0.037	16:05:58.00	0.037
1	25	A10	M	15:42:03.85	0.038	15:54:01.05	0.039	16:05:58.77	0.038
1	25	A11	M	15:42:04.62	0.036	15:54:01.82	0.036	16:05:59.54	0.036
1	25	A12	M	15:42:05.39	0.036	15:54:02.59	0.036	16:06:00.31	0.036
1	25	B01	M	15:42:08.62	0.035	15:54:05.82	0.035	16:06:03.54	0.035
1	25	B02	M	15:42:09.39	0.037	15:54:06.59	0.039	16:06:04.31	0.037
1	25	B03	M	15:42:10.16	0.037	15:54:07.36	0.038	16:06:05.08	0.039
1	25	B04	M	15:42:10.93	0.037	15:54:08.13	0.039	16:06:05.85	0.038
1	25	B05	M	15:42:11.70	0.037	15:54:08.90	0.036	16:06:06.62	0.036
1	25	B06	M	15:42:12.47	0.039	15:54:09.67	0.038	16:06:07.39	0.037
1	25	B07	M	15:42:13.24	0.038	15:54:10.44	0.038	16:06:08.16	0.038
1	25	B08	M	15:42:14.01	0.037	15:54:11.21	0.037	16:06:08.93	0.037
1	25	B09	M	15:42:14.78	0.037	15:54:11.98	0.037	16:06:09.70	0.036
1	25	B10	M	15:42:15.55	0.038	15:54:12.75	0.037	16:06:10.47	0.037
1	25	B11	M	15:42:16.32	0.037	15:54:13.52	0.037	16:06:11.24	0.036
1	25	B12	M	15:42:17.09	0.037	15:54:14.29	0.036	16:06:12.01	0.036
1	25	C01	M	15:42:20.32	0.036	15:54:17.52	0.037	16:06:15.24	0.036
1	25	C02	M	15:42:21.09	0.037	15:54:18.29	0.038	16:06:16.01	0.037
1	25	C03	M	15:42:21.86	0.038	15:54:19.06	0.036	16:06:16.78	0.037
1	25	C04	M	15:42:22.63	0.037	15:54:19.83	0.038	16:06:17.55	0.037
1	25	C05	M	15:42:23.40	0.037	15:54:20.60	0.037	16:06:18.32	0.036
1	25	C06	M	15:42:24.17	0.234	15:54:21.37	0.241	16:06:19.09	0.243
1	25	C07	M	15:42:24.94	0.230	15:54:22.14	0.235	16:06:19.86	0.239
1	25	C08	M	15:42:25.71	0.226	15:54:22.91	0.236	16:06:20.63	0.234
1	25	C09	M	15:42:26.48	0.221	15:54:23.68	0.226	16:06:21.40	0.230
1	25	C10	M	15:42:27.25	0.216	15:54:24.45	0.224	16:06:22.17	0.226
1	25	C11	M	15:42:28.02	0.233	15:54:25.22	0.239	16:06:22.94	0.239
1	25	C12	M	15:42:28.79	0.036	15:54:25.99	0.036	16:06:23.71	0.036
1	25	D01	M	15:42:32.02	0.036	15:54:29.22	0.035	16:06:26.94	0.036
1	25	D02	M	15:42:32.79	0.037	15:54:29.99	0.037	16:06:27.71	0.036
1	25	D03	M	15:42:33.56	0.088	15:54:30.76	0.089	16:06:28.48	0.088
1	25	D04	M	15:42:34.33	0.095	15:54:31.53	0.096	16:06:29.25	0.097
1	25	D05	M	15:42:35.10	0.090	15:54:32.30	0.092	16:06:30.02	0.090
1	25	D06	M	15:42:35.87	0.277	15:54:33.07	0.280	16:06:30.79	0.282
1	25	D07	M	15:42:36.64	0.263	15:54:33.84	0.270	16:06:31.56	0.270
1	25	D08	M	15:42:37.41	0.259	15:54:34.61	0.267	16:06:32.33	0.267
1	25	D09	M	15:42:38.18	0.248	15:54:35.38	0.254	16:06:33.10	0.258
1	25	D10	M	15:42:38.95	0.241	15:54:36.15	0.248	16:06:33.87	0.252
1	25	D11	M	15:42:39.72	0.264	15:54:36.92	0.273	16:06:34.64	0.273
1	25	D12	M	15:42:40.49	0.035	15:54:37.69	0.036	16:06:35.41	0.036
1	25	E01	M	15:42:43.72	0.037	15:54:40.92	0.037	16:06:38.64	0.036
1	25	E02	M	15:42:44.49	0.036	15:54:41.69	0.037	16:06:39.41	0.036
1	25	E03	M	15:42:45.26	0.247	15:54:42.46	0.253	16:06:40.18	0.256
1	25	E04	M	15:42:46.03	0.263	15:54:43.23	0.270	16:06:40.95	0.268
1	25	E05	M	15:42:46.80	0.243	15:54:44.00	0.251	16:06:41.72	0.250
1	25	E06	M	15:42:47.57	0.270	15:54:44.77	0.277	16:06:42.49	0.277
1	25	E07	M	15:42:48.34	0.260	15:54:45.54	0.267	16:06:43.26	0.267
1	25	E08	M	15:42:49.11	0.254	15:54:46.31	0.261	16:06:44.03	0.262
1	25	E09	M	15:42:49.88	0.212	15:54:47.08	0.234	16:06:44.80	0.234
1	25	E10	M	15:42:50.65	0.202	15:54:47.85	0.217	16:06:45.57	0.227
1	25	E11	M	15:42:51.42	0.218	15:54:48.62	0.236	16:06:46.34	0.241
1	25	E12	M	15:42:52.19	0.039	15:54:49.41	0.037	16:06:47.11	0.037
1	25	F01	M	15:42:55.42	0.037	15:54:52.64	0.037	16:06:50.34	0.036
1	25	F02	M	15:42:56.19	0.037	15:54:53.41	0.037	16:06:51.11	0.036
1	25	F03	M	15:42:56.96	0.047	15:54:54.18	0.048	16:06:51.88	0.047
1	25	F04	M	15:42:57.73	0.048	15:54:54.95	0.050	16:06:52.65	0.049
1	25	F05	M	15:42:58.50	0.048	15:54:55.72	0.048	16:06:53.42	0.047
1	25	F06	M	15:42:59.27	0.053	15:54:56.49	0.053	16:06:54.19	0.054
1	25	F07	M	15:43:00.04	0.053	15:54:57.26	0.054	16:06:54.96	0.054
1	25	F08	M	15:43:00.81	0.051	15:54:58.03	0.052	16:06:55.73	0.053
1	25	F09	M	15:43:01.58	0.088	15:54:58.80	0.095	16:06:56.50	0.098
1	25	F10	M	15:43:02.35	0.090	15:54:59.57	0.092	16:06:57.27	0.095
1	25	F11	M	15:43:03.12	0.092	15:55:00.34	0.097	16:06:58.04	0.096
1	25	F12	M	15:43:03.89	0.037	15:55:01.11	0.036	16:06:58.81	0.035
1	25	G01	M	15:43:07.12	0.036	15:55:04.34	0.036	16:07:02.04	0.036
1	25	G02	M	15:43:07.89	0.036	15:55:05.11	0.037	16:07:02.81	0.037
1	25	G03	M	15:43:08.66	0.038	15:55:05.88	0.037	16:07:03.58	0.036
1	25	G04	M	15:43:09.43	0.038	15:55:06.65	0.038	16:07:04.35	0.037
1	25	G05	M	15:43:10.20	0.037	15:55:07.42	0.038	16:07:05.12	0.036
1	25	G06	M	15:43:10.97	0.036	15:55:08.19	0.037	16:07:05.89	0.037
1	25	G07	M	15:43:11.74	0.039	15:55:08.96	0.038	16:07:06.66	0.038
1	25	G08	M	15:43:12.51	0.038	15:55:09.73	0.037	16:07:07.43	0.038
1	25	G09	M	15:43:13.28	0.037	15:55:10.50	0.037	16:07:08.20	0.036
1	25	G10	M	15:43:14.05	0.038	15:55:11.27	0.037	16:07:08.97	0.036
1	25	G11	M	15:43:14.82	0.037	15:55:12.04	0.037	16:07:09.74	0.036
1	25	G12	M	15:43:15.59	0.036	15:55:12.81	0.036	16:07:10.51	0.035
1	25	H01	M	15:43:18.82	0.037	15:55:16.04	0.036	16:07:13.74	0.036
1	25	H02	M	15:43:19.59	0.037	15:55:16.81	0.037	16:07:14.51	0.036
1	25	H03	M	15:43:20.36	0.038	15:55:17.58	0.038	16:07:15.28	0.038
1	25	H04	M	15:43:21.13	0.036	15:55:18.35	0.037	16:07:16.05	0.036
1	25	H05	M	15:43:21.90	0.036	15:55:19.12	0.036	16:07:16.82	0.036
1	25	H06	M	15:43:22.67	0.036	15:55:19.89	0.035	16:07:17.59	0.036
1	25	H07	M	15:43:23.44	0.037	15:55:20.66	0.037	16:07:18.36	0.036
1	25	H08	M	15:43:24.21	0.037	15:55:21.43	0.037	16:07:19.13	0.036
1	25	H09	M	15:43:24.98	0.039	15:55:22.20	0.039	16:07:19.90	0.038
1	25	H10	M	15:43:25.75	0.036	15:55:22.97	0.036	16:07:20.67	0.036
